host_time_utc,host_monotonic_s,gst_pts_s,frame_index,image_width_px,image_height_px,left_stem_x_px,left_stem_y_px,left_stem_width_px,left_stem_height_px,left_stem_area_px,right_stem_x_px,right_stem_y_px,right_stem_width_px,right_stem_height_px,right_stem_area_px
2026-08-12T13:37:27.050264+00:00,14622.323812153,5.036033538,49,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.081606+00:00,14622.356901237,5.072032638,50,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.120382+00:00,14622.394777855,5.104031745,51,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.148828+00:00,14622.425305096,5.140030859,52,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.183537+00:00,14622.457959943,5.172029980,53,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.217353+00:00,14622.493312590,5.208017998,54,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.248284+00:00,14622.524571225,5.240017133,55,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.284272+00:00,14622.560486403,5.276016275,56,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.324883+00:00,14622.599870860,5.308026535,57,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.347799+00:00,14622.625394873,5.340036802,58,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.386932+00:00,14622.662798757,5.376024854,59,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.425552+00:00,14622.701874749,5.408024024,60,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.456792+00:00,14622.732407722,5.444013889,61,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.485481+00:00,14622.760738674,5.476025968,62,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.527768+00:00,14622.803619895,5.512015817,63,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
